상품명,가격,성분,나이,피부타입,피부고민,랭킹,리뷰수
[NEW] 라운드랩 자작나무 수분 선스틱 19g,24000,"정제수, 코코-카프릴레이트/카프레이트, 다이부틸아디페이트, 합성왁스, 부틸옥틸살리실레이트, 디에칠아미노하이드록시벤조일헥실벤조에이트, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 부틸렌글라이콜, 에칠헥실트리아존, 오조케라이트, 나이아신아마이드, 비닐다이메티콘, 폴리실리콘-15, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 자작나무수액(1,045ppm), 글리세릴글루코사이드, 글리세린, 다시마추출물, 당느릅나무뿌리추출물, 알로에베라잎추출물, 제비꽃꽃추출물, 참마뿌리추출물, 하이알루로닉애씨드, 아스코빅애씨드, 소듐하이알루로네이트, 쇠비름추출물, 다이포타슘글리시리제이트, 알란토인, 노나펩타이드-1, 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트, 아세틸헥사펩타이드-8, 카퍼트라이펩타이드-1, 트라이펩타이드-1, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 팔미토일트라이펩타이드-5, 팔미토일펜타펩타이드-4, 팔미토일헥사펩타이드-12, 펜타펩타이드-3, 헥사펩타이드-9, 아데노신, 에틸헥실글리세린, 폴리글리세릴-5폴리리시놀리에이트, 글리세릴카프릴레이트, 카프릴릴글라이콜, 쌀겨오일, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 소듐클로라이드, 1,2-헥산다이올, 토코페롤",30대,"건성, 복합성",None,40,1231
[쿨링젤] 아로마티카 수딩 알로에 베라 젤 (300ml500ml),11000,"알로에베라잎추출물, 프로판다이올, 1,2-헥산다이올, 로즈마리잎수, 소듐카보머, 부틸렌글라이콜, 스타아니스추출물, 황금추출물, 말토덱스트린",30대,복합성,None,41,12374
라운드랩 자작나무 무기자차 선크림 50ml 기획(클렌저 20ml 증정),25000,"1. 자작나무 무기자차 선크림 50ml (본품)
정제수, 징크옥사이드, 사이클로헥사실록세인, 부틸옥틸살리실레이트, 프로판다이올, 프로필헵틸카프릴레이트, 아이소도데케인, 카프릴릴메티콘, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 메틸메타크릴레이트크로스폴리머, 메틸트라이메티콘, 자작나무수액 (1,045ppm), 삼나무잎추출물, 연꽃잎추출물, 효모발효여과물, 글리세릴글루코사이드, 소듐하이알루로네이트, 하이알루로닉애씨드, 글리세린, 부틸렌글라이콜, 트라이에톡시카프릴릴실레인, 개똥쑥추출물, 캐모마일꽃오일, 구주소나무잎오일, 에틸헥실글리세린, 아스코빅애씨드, 토코페롤, 글리세릴카프릴레이트, 카프릴릴글라이콜, 폴리메틸실세스퀴옥세인, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 1,2-헥산다이올, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 다이스테아다이모늄헥토라이트, 마그네슘설페이트

2. 자작나무 수분 클렌저 20ml (증정품)
정제수, 글리세린, 소듐코코일알라니네이트, 라우릴하이드록시설테인, 다이소듐코코암포다이아세테이트, 소듐메틸코코일타우레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 자작나무수액(10,000ppm), 부틸렌글라이콜, 소듐하이알루로네이트, 하이알루로닉애씨드, 소듐클로라이드, 글리세릴글루코사이드, 아스코빅애씨드, 1,2-헥산다이올, 개똥쑥추출물, 캐모마일꽃오일, 구주소나무잎오일, 퀼라자껍질추출물, 카프릴릴글라이콜, 코코-글루코사이드, 글리세릴카프릴레이트, 소듐코코일이세티오네이트, 헥실렌글라이콜, 시트릭애씨드, 다이소듐이디티에이",30대,복합성,None,42,2177
[단독기획] 아누아 어성초 실키 모이스처 선크림 기획 (50ml+10ml),25000,"정제수, 약모밀추출물(30%), 다이부틸아디페이트, 프로판다이올, 에칠헥실트리아존, 테레프탈릴리덴디캠퍼설포닉애씨드, 글리세린, 나이아신아마이드, 카프릴릴메티콘, 폴리메틸실세스퀴옥세인, 트로메타민, 폴리글리세릴-3다이스테아레이트, 세테아릴알코올, 1,2-헥산다이올, 펜틸렌글라이콜, 디에칠아미노하이드록시벤조일헥실벤조에이트, 폴리실리콘-15, 감나무잎추출물, 트루로즈오브예리코추출물, 포도추출물, 잇꽃꽃추출물, 커피콩추출물, 호장근뿌리추출물, 녹차추출물, 밤껍질추출물, 초피나무열매추출물, 판테놀, 글리세릴스테아레이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 포타슘세틸포스페이트, 메틸프로판다이올, 카보머, 부틸렌글라이콜, 글리세릴스테아레이트시트레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 에틸헥실글리세린, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아데노신, 폴리에터-1, 바이오사카라이드검-1",30대,"건성, 복합성",None,43,618
드림웍스 아임더 리얼 알로에 99%수딩젤 300ml,5800,"■ 알로에베라잎추출물, 변성알코올, 정제수, 글리세린, 다이프로필렌글라이콜, 부틸렌글라이콜, 알로에베라잎수, 병풀추출물, 소듐하이알루로네이트, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 에틸헥실글리세린, 1,2-헥산다이올, 하이드록시아세토페논, 카보머, 알지닌, 다이소듐이디티에이, 향료, 헥실신남알, 리날룰, 부틸페닐메틸프로피오날",30대,복합성,None,44,9857
[단독기획] 토리든 다이브인 워터리 모이스처 선크림 1+1 기획,25000,"정제수, 프로판다이올, 다이부틸아디페이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 디에칠아미노하이드록시벤조일헥실벤조에이트, 에칠헥실트리아존, 폴리메틸실세스퀴옥세인, 폴리실리콘-15, 다이아이소프로필아디페이트, 나이아신아마이드, 메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 소듐하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 다이메틸실란올하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트다이메틸실란올, 판테놀, 알란토인, 아데노신, 다이포타슘글리시리제이트, 펜틸렌글라이콜, 소듐아크릴레이트크로스폴리머-2, 글리세린, 데실글루코사이드, 소듐스테아로일글루타메이트, 부틸렌글라이콜, 드럼스틱씨오일, 하이드록시에틸우레아, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 메틸메타크릴레이트크로스폴리머, 호호바씨오일, 하이드록시아세토페논, 폴리C10-30알킬아크릴레이트, 폴리아크릴레이트크로스폴리머-6, 바이오사카라이드검-1, 1,2-헥산다이올, 잔탄검, 트로메타민, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 가지열매추출물, 알로에베라꽃추출물, 울금뿌리추출물, 베헤닐알코올, 참산호말추출물, 홀리바질잎추출물, 한련초추출물, 말라카이트추출물",30대,"건성, 복합성",None,45,504
한율 어린쑥 수분진정 선크림 50ml+20ml 증정 기획,27000,"정제수, 다이부틸아디페이트, 부틸옥틸살리실레이트, 폴리메틸실세스퀴옥세인, 디에칠아미노하이드록시벤조일헥실벤조에이트, 에칠헥실트리아존, 메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 나이아신아마이드, 황해쑥잎수, 카프릴릴메티콘, 디에칠헥실부타미도트리아존, 1,2-헥산다이올, 글리세린, 프로판다이올, 펜틸렌글라이콜, 베헤닐알코올, 폴리C10-30알킬아크릴레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 데실글루코사이드, 부틸렌글라이콜, 트로메타민, 향료, 카보머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 2,3-부탄다이올, 소듐스테아로일글루타메이트, 폴리아크릴레이트크로스폴리머-6, 에틸헥실글리세린, 아데노신, 잔탄검, 레시틴, 락토바실러스발효물, 이눌린라우릴카바메이트, 황해쑥잎추출물, 다이소듐이디티에이, 병풀꽃/잎/줄기추출물, 토코페롤, 소듐하이알루로네이트",30대,"건성, 복합성",None,46,21
[파데프리] 넘버즈인 3번 도자기결 고이빚은 세라믹쿠션 SPF50+ PA++++,28000,"정제수, 징크옥사이드, 사이클로헥사실록세인, 프로판다이올, 프로필헵틸카프릴레이트, 티타늄디옥사이드, 카프릴릴메티콘, 트라이메틸실록시실리케이트, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 나이아신아마이드, 다이실록세인, 부틸옥틸살리실레이트, 메틸메타크릴레이트크로스폴리머, 병풀추출물, 호장근뿌리추출물, 황금추출물, 녹차추출물, 다시마추출물, 당느릅나무뿌리추출물, 로즈마리잎추출물, 마트리카리아꽃추출물, 밀추출물, 보리추출물, 사철쑥추출물, 스페인감초뿌리추출물, 알로에베라잎추출물, 약모밀추출물, 제비꽃꽃추출물, 참마뿌리추출물, 티트리추출물, 로즈마리잎오일, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 폴리메틸실세스퀴옥세인, 트라이에톡시카프릴릴실레인, 1,2-헥산다이올, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 다이카프릴릴카보네이트, 알루미늄하이드록사이드, 글리세릴카프릴레이트, 카프릴릴글라이콜, 마이카, 에틸헥실글리세린, 토코페롤, 아스코빅애씨드, 부틸렌글라이콜, 글리세린, 펜틸렌글라이콜, 귀리커넬단백질, 밀단백질, 유청단백질, 하이드롤라이즈드감자단백질, 하이드롤라이즈드귀리단백질, 하이드롤라이즈드밀단백질, 하이드롤라이즈드보리단백질, 하이드롤라이즈드쌀겨단백질, 하이드롤라이즈드옥수수단백질, 하이드롤라이즈드완두콩단백질, 하이드롤라이즈드콩단백질, 황색산화철, 적색산화철, 흑색산화철",20대,"건성, 복합성",None,47,167
메이크프렘 유브이 디펜스 미 워터리캡슐선크림 40ml 1+1 기획,28000,"정제수,다이부틸아디페이트,폴리메틸실세스퀴옥세인,프로판다이올,디에칠아미노하이드록시벤조일헥실벤조에이트,부틸옥틸살리실레이트,에칠헥실트리아존,나이아신아마이드,메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀,카프릴릴메티콘,카프릴릭/카프릭트라이글리세라이드,디에칠헥실부타미도트리아존,1,2-헥산다이올,글리세린,부틸렌글라이콜,센티드제라늄추출물,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,아이비고드열매추출물,보검선인장꽃추출물,가지열매추출물,울금뿌리추출물,참산호말추출물,홀리바질잎추출물,연필향나무오일,리씨열매오일,베티버뿌리오일,소두구씨오일,유채씨오일,양구슬냉이씨오일,호호바씨오일,펜틸렌글라이콜,베헤닐알코올,폴리C10-30알킬아크릴레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트,데실글루코사이드,트로메타민,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,카보머,소듐스테아로일글루타메이트,폴리아크릴레이트크로스폴리머-6,에틸헥실글리세린,아데노신,잔탄검,알란토인,하이드롤라이즈드하이알루로닉애씨드,하이드롤라이즈드소듐하이알루로네이트",20대,"건성, 복합성",None,48,672
아벤느 선 미네랄 크림 50ml SPF50+ PA++++,32000,"티타늄디옥사이드
아쿠아(아벤느 온천수)
아이소데실네오펜타노에이트
트라이에틸헥사노인
C12-15알킬벤조에이트
글리세린
사이클로펜타실록세인
폴리글리세릴-4이소스테아레이트
알루미나
세틸피이지/피피지-10/1디메치콘
헥실라우레이트
C30-45알킬메치콘
스테아릭애씨드
C30-45올레핀
사이클로헥사실록세인
카프릴릭/카프릭트라이글리세라이드
카프릴릴글라이콜
다이소듐이디티에이
황색산화철 (씨아이 77492)
적색산화철 (씨아이 77491)
옥틸도데칸올
펜타에리스리틸테트라-디-t-부틸하이드록시하이드로신나메이트
실리카디메칠실릴레이트
실크아미노산
소듐클로라이드
소르빅애씨드
탤크
티타늄디옥사이드 (씨아이 77891)
토코페릴글루코사이드
정제수
잔탄검",30대,"건성, 복합성",None,49,687
[단독기획] 비플레인 선뮤즈 톤업&코렉팅 선크림 기획 (50ml+20ml),26000,"정제수, 에칠헥실트리아존, 다이부틸아디페이트, 프로판다이올, 디에칠아미노하이드록시벤조일헥실벤조에이트, 부틸옥틸살리실레이트, 나이아신아마이드, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 티타늄디옥사이드(CI 77891), 코코-카프릴레이트/카프레이트, 1,2-헥산다이올, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 울트라마린, 트로메타민, 당근추출물, 실리카, 카보머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 폴리아크릴레이트크로스폴리머-6, 브이피/에이코신코폴리머, 스테아릴알코올, 세틸알코올, 에틸헥실글리세린, 폴리글리세릴-6폴리하이드록시스테아레이트, 폴리글리세릴-6폴리리시놀리에이트, 알루미늄하이드록사이드, 카올린, 알란토인, 트라이에톡시카프릴릴실레인, 아데노신, 소듐스테아로일글루타메이트, 폴리글리세린-6, 사카라이드하이드롤리세이트, 베타인, 녹차수, t-부틸알코올, 미리스틸알코올, 라우릴알코올, 토코페롤, 아스코빌팔미테이트",20대,복합성,None,50,401
조선미녀 산들쑥선스틱 18g,18000,"메틸메타크릴레이트크로스폴리머, 합성왁스, 다이부틸아디페이트, 코코-카프릴레이트/카프레이트, 아이소프로필팔미테이트, 카프릴릴메티콘, 카프릴릴트라이메티콘, 에틸헥실팔미테이트, 실리카, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리 머, 디에칠아미노하이드록시벤조일헥실벤조에이트, 비스-에틸헥실옥시페놀메톡시페닐트라이아진, 보론나이트라이드, 부틸옥틸살리실레이트, 에칠헥실트리아존, 마이크로크리스탈린왁스, 폴리실리콘-15, 비닐다이메티콘, 동백나무씨오일, 울금뿌리추출물, 참산호말추출물, 인도멀구슬나무껍질추출물, 홀리바질잎추출물, 드럼스틱씨오일, 아이비고드열매추출물, 가지열매추출물, 호박가루, 알로에베라꽃추출물, 호호바씨오일, 사철쑥추출물, 녹차추출물, 녹차씨오일, 하이알루로닉애씨드, 밤부사 불가리스추출물, 병풀추출물, 노니추출물, 녹두추출물, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 정제수, 1,2-헥산다이올, 판테놀, 부틸렌글라이콜, 프로판다이올, 글리세린, 메틸프로판다이올, 에틸헥실글리세린","20대,30대",복합성,None,51,45
브링그린 알로에99% 수딩젤 300ml단품더블기획(300ml+300ml),13600,"■ 알로에베라잎즙(99%), 글리세린, 알지닌,카보머, 1,2-헥산다이올, 정제수, 부틸렌글라이콜, 브로콜리추출물, 자주개자리추출물, 양배추추출물, 밀싹추출물, 유채추출물, 무씨추출물",20대,복합성,None,52,10014
아넷사 퍼펙트 UV 스킨케어 밀크 N 60ml 기획 (+썬패치 2회분 증정),36000,"다이메티콘, 정제수, 징크옥사이드, 에탄올, 탤크, 옥토크릴렌, 아이소도데케인, 다이아이소프로필세바케이트, 에칠헥실살리실레이트, C12-15알킬벤조에이트, 옥수수전분, 피이지/피피지-9/2다이메틸에터, 실리카, 아이소프로필미리스테이트, 디에칠아미노하이드록시벤조일헥실벤조에이트, 티타늄디옥사이드, 피이지-9폴리다이메틸실록시에틸다이메티콘, 덱스트린팔미테이트, 호모살레이트, 글리세린, 에칠헥실트리아존, 폴리실리콘-15, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 피이지-10다이메티콘, 아이소스테아릭애씨드, 트라이에톡시카프릴릴실레인, 다이스테아다이모늄헥토라이트, 알루미늄하이드록사이드, 스테아릭애씨드, 트라이소듐이디티에이, 소듐클로라이드, 피이지-6, 향료, 토코페롤, 비에이치티, 부틸렌글라이콜, 소듐메타바이설파이트, 피이지/피피지-14/7다이메틸에터, 사카라이드아이소머레이트, 다이포타슘글리시리제이트, 녹차추출물, 토멘틸뿌리추출물, 소듐시트레이트, 소듐아세틸레이티드하이알루로네이트, 시트릭애씨드, 합성플루오르플로고파이트, 트라이에톡시실릴에틸폴리다이메틸실록시에틸다이메티콘, 수용성콜라겐, 페녹시에탄올, 리날룰, 리모넨, 헥실신남알, 제라니올, 시트로넬올",30대,복합성,None,53,1092
[더보이즈 큐PICK]듀이트리 어반쉐이드 안티폴루션 선 1+1기획(50ml+50ml),30000,"정제수, 징크옥사이드, 프로필헵틸카프릴레이트, 프로판다이올, 티타늄디옥사이드, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 다이카프릴릴에터, 다이실록세인, 부틸옥틸살리실레이트, 카프릴릴메티콘, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 칼라민, 트라이메틸실록시실리케이트, 사막장미잎세포추출물, 로즈오브예리코추출물, 로즈마리잎오일, 잇꽃씨오일, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 스테아릭애씨드, 알루미늄하이드록사이드, 트라이에톡시카프릴릴실레인, 메틸메타크릴레이트크로스폴리머, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 1,2-헥산다이올, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 폴리메틸실세스퀴옥세인, 글리세릴카프릴레이트, 카프릴릴글라이콜, 에틸헥실글리세린, 토코페롤, 부틸렌글라이콜, 바이오사카라이드검-4, 흰목이버섯폴리사카라이드",20대,복합성,None,54,5338
[디렉터파이 PICK] 싸이닉 엔조이 슈퍼 마일드 선 에센스 더블 기획 (50ml+50ml),15000,"정제수, 다이부틸아디페이트, 프로판다이올, 디에칠아미노하이드록시벤조일헥실벤조에이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 폴리메틸실세스퀴옥세인, 폴리실리콘-15, 메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 에칠헥실트리아존, 나이아신아마이드, 디에칠헥실부타미도트리아존, 글리세린, 부틸렌글라이콜, 1,2-헥산다이올, 소듐하이알루로네이트, 녹차추출물, 타히티바닐라추출물, 밤부사 불가리스수, 병풀추출물, 카프릴릴메티콘, 코코-카프릴레이트/카프레이트, 실리카, 폴리C10-30알킬아크릴레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 소듐아크릴레이트크로스폴리머-2, 데실글루코사이드, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 폴리아크릴레이트크로스폴리머-6, 아데노신, 판테놀, 다이프로필렌글라이콜, 펜틸렌글라이콜, 베헤닐알코올, 잔탄검",20대,"건성, 복합성",None,55,7633
시드물 민중기 무기자차 썬크림 SPF40 PA++ 50g,16400,"대나무수액추출물,사이클로펜타실록산,티타늄디옥사이드(8.58%),마치현추출물,카프릴릭/카프릭트리글리세라이드,부틸렌글라이콜,피이지-10디메치콘,징크옥사이드(3.41%),디메치콘,실리카,피토스테릴/데실테트라데실미리스토일메칠베타-알라니네이트,헥실라우레이트,폴리글리세릴-2디이소스테아레이트,폴리글루타믹애씨드,소듐하이알루로네이트,왕귤껍질추출물,하이드로제네이티드레시틴,세라마이드엔피,락틱애씨드,피토스핑고신,올레익애씨드,감초추출물,녹차추출물,황금추출물,대나무추출물,고삼추출물,모란뿌리추출물,자몽추출물,쑥추출물,브델리아추출물,디포타슘글리시리제이트,와일드타임추출물,베타-글루칸,안젤리카뿌리추출물,알로에베라잎즙가루, 캐모마일꽃추출물,매도우스위트꽃추출물,바코파몬니에라추출물,하이드롤라이즈드선인장꽃추출물,위치하젤잎추출물,사카라이드아이소머레이트,콜레스테롤,세린,글라이신,글루타믹애씨드,알라닌,라이신,트레오닌,프롤린,소듐피씨에이,마그네슘아스파테이트,징크글루코네이트,카퍼글루코네이트,스테아릭애씨드,알루미늄하이드록사이드,소듐클로라이드,미리스틱애씨드,황색산화철,적색산화철,디소듐이디티에이,흑색산화철",30대,"지성, 복합성",None,56,41
[대용량] AHC 내추럴 퍼펙션 프레쉬 선스틱 22g,19000,"다이메티+B3:C67콘,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,폴리에틸렌,세틸에틸헥사노에이트,호모살레이트,에칠헥실메톡시신나메이트,다이카프릴릴카보네이트,하이드로제네이티드폴리(C6-14올레핀),에칠헥실살리실레이트,토코페릴아세테이트,디에칠아미노하이,록시벤조일헥실벤조에이트,비스-에칠헥실옥시페놀메톡시페닐트리아진,오조케라이트,오렌지오일,필리핀오렌지껍질오일,리씨열매오일,녹차추출물,동백나무꽃추출물,라벤더꽃수,병풀추출물,빙하수,보검선인장줄기추출물,쌀겨추출물,아르간커넬오일,알로에베라잎추출물,오렌지추출물
포트마리골드꽃추출물,코코넛야자오일,타히티바닐라추출물,해바라기씨오일불검화물,해수,락토바실러스/콩발효추출물,참마뿌리추출물
슈도알테로모나스발효추출물,오레가노잎추출물,편백잎추출물,흰버드나무껍질추출물,흰목이버섯추출물,쇠비름추출물,육계나무껍질추출물
황금추출물,알바수련꽃추출물,에필로비움 플레이스케리추출물,실론시나몬나무껍질추출물,람부탄가지/열매/잎추출물,리치추출물,망고스틴껍질추출물,티아꽃추출물,해바라기씨오일,알파-비사보롤,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,데하이드로아세틱애씨드,정제수,탄산수,하이드롤라이즈드하이알루로닉애씨드,다이프로필렌글라이콜,부틸렌글라이콜,글리세린,자일리틸글루코사이드,안하이드로자일리톨,카프릴로일글라이신,소듐팔미토일프롤린,헥실렌글라이콜,자일리톨,사코신,1,2-헥산다이올,시트릭애씨드,카프릴릴글라이콜,포타슘솔베이트,산소,에틸헥실글리세린,토코페롤,시트랄,리날룰,리모넨",30대,"건성, 복합성",None,57,4501
비레디 블루 수분 선크림 50ml 기획세트 (+20ml 증정),25000,"정제수, 부틸렌글라이콜, 호모살레이트, 에칠헥실살리실레이트, 변성알코올, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 디에칠아미노하이드록시벤조일헥실벤조에이트, 실리카, 세틸에틸헥사노에이트, 에칠헥실트리아존, 테레프탈릴리덴디캠퍼설포닉애씨드, 트로메타민, 메틸트라이메티콘, 다이아이소프로필세바케이트, 세테아릴알코올, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 포타슘세틸포스페이트, 1,2-헥산다이올, 하이드록시프로필스타치포스페이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글리세릴스테아레이트, 하이드로제네이티드레시틴, 향료, 에틸헥실글리세린, 스테아릭애씨드, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 팔미틱애씨드, 다이소듐이디티에이, 솔비탄아이소스테아레이트, 티타늄디옥사이드 (CI 77891), 마이카, 징크옥사이드, 에탄올, 인디고잎추출물, 마트리카리아꽃추출물, 미리스틱애씨드, 프로판다이올, 라우릭애씨드, 말라카이트추출물, 소듐하이알루로네이트, 틴옥사이드, 토코페롤, 소듐라우로일글루타메이트, 하이드롤라이즈드하이알루로닉애씨드, 라이신, 소듐하이알루로네이트크로스폴리머, 마그네슘클로라이드, 하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트",20대,"건성, 복합성",None,58,128
비욘드 엔젤아쿠아 수분 수딩젤 더블기획 (200ml+200ml),15000,"정제수, 글리세린, 1,2-헥산다이올, 마데카소사이드, 알로에베라잎추출물, 포도덩굴수액, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 마카다미아씨오일, 올리브오일, 호호바씨오일, 포도씨오일, 전호추출물, 개똥쑥추출물, 님잎추출물, 녹차추출물, 베타-글루칸, 수용성프로테오글리칸, 가시대나무수액, 자작나무수액, 하늘타리뿌리추출물, 알란토인, 판테놀, 펜틸렌글라이콜, 에틸헥실글리세린, 카보머, 폴리글리세릴-10스테아레이트, 트로메타민, 폴리글리세릴-10올리에이트, 카프릴릴글라이콜, 부틸렌글라이콜, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 수크로오스팔미테이트, 하이드로제네이티드레시틴, 트라이소듐이디티에이",20대,"건성, 복합성",None,59,95
[단독기획] 비플레인 선뮤즈 모이스처 선크림 기획 (50ml+20ml),26000,"정제수, 다이부틸아디페이트, 프로판다이올, 폴리메틸실세스퀴옥세인, 다이아이소프로필세바케이트, 디에칠아미노하이드록시벤조일헥실벤조에이트, 에칠헥실트리아존, 나이아신아마이드, 메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 코코-카프릴레이트/카프레이트, 디에칠헥실부타미도트리아존, 글리세린, 1,2-헥산다이올, 부틸렌글라이콜, 카프릴릴메티콘, 펜틸렌글라이콜, 베헤닐알코올, 폴리C10-30알킬아크릴레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 데실글루코사이드, 트로메타민, 카보머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 소듐스테아로일글루타메이트, 폴리아크릴레이트크로스폴리머-6, 에틸헥실글리세린, 아데노신, 잔탄검, t-부틸알코올, 토코페롤",30대,"건성, 복합성",None,60,218
"[유기자차 선크림]디어,클레어스 올 데이 에어리 선스크린 SPF50+ PA++++ 50g",19500,"정제수, 다이부틸아디페이트, 부틸옥틸살리실레
이트, 디에칠아미노하이드록시벤조일헥실벤조에이트, 폴
리실리콘-15, C12-15알킬벤조에이트, 에칠헥실트리아존,
비스-에칠헥실옥시페놀메톡시페닐트리아진, 폴리메틸실
세스퀴옥세인, 글리세린, 나이아신아마이드, 폴리글리세릴
-6스테아레이트, 세테아릴올리베이트, 마이크로크리스탈
린셀룰로오스, 판테놀, 실리카, 솔비탄올리베이트, 다이프
로필렌글라이콜, 하이드록시아세토페논, 폴리C10-30알
킬아크릴레이트, 폴리글리세릴-6베헤네이트, 알란토인,
카프릴릴글라이콜, 스테아릴알코올, 글리세릴스테아레이
트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,
트로메타민, 아데노신, 세테아릴알코올, 다이소듐이디티에
이, 부틸렌글라이콜, 쇠비름추출물, 알로에베라잎추출물,
참마뿌리추출물, 다시마추출물, 제비꽃꽃추출물, 당느릅나
무뿌리추출물, 다이포타슘글리시리제이트, 마카뿌리추출
물, 1,2-헥산다이올, 구기자추출물, 비치스트로베리추출
물, 불가리스매자뿌리추출물, 검은뽕나무열매추출물",20대,"건성, 복합성",None,61,126
