상품명,가격,성분,나이,피부타입,피부고민,랭킹,리뷰수
[NEW] 아비브 부활초 크림 뉴트리션 튜브 75ml 1+1 기획(+부활초 패드 4매 증정),35000,"정제수, 부틸렌글라이콜, 글리세린, 트루로즈오브예리코추출물(30,380ppm), 카프릴릭/카프릭트라이글리세라이드, 다이아이소스테아 릴말레이트, 코코넛야자오일, 시어버터, 세테아릴알코올, 다이글리세린, 펜틸렌글라이콜, 1,2-헥산다이올, 비스-다이글리세릴폴리아실아디페이트-2, 카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드, 아이소트라이데실아이소노나노에이트, 아라키딜알코올, 호호바에스터, 카나우바왁스, 락토바실러스발효물, 차가버섯추출물, 블루아가베잎추출물, 판테놀, 합성비즈왁스, 비닐다이메티콘, 글리세릴스테아레이트, 아라키딜글루코 사이드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리 머, 팔미틱애씨드, 트로메타민, 하이드로제네이티드레시틴, 다이포타슘글리시리제이트, 에틸헥실글리세린, 아데노신, 트라이소듐에 틸렌다이아민다이석시네이트, 토코페롤, 메틸프로판다이올, 베헤닐알코올, C12-16알코올, 잔탄검",20대,"건성, 복합성",보습,21,5004
에스트라 에이시카365 흔적진정세럼 40ml 기획 (+크림10ml+토너25ml 증정)(2307),38000,"정제수, 글리세린, 부틸렌글라이콜, 다이프로필렌글라이콜, 베타인, 나이아신아마이드, 1,2-헥산다이올, 변성알코올, 스쿠알란, 다이에톡시에틸석시네이트, 폴리글리세 릴-10스테아레이트, 수크로오스스테아레이트, 글리세릴폴리메타크릴레이트, 폴리글리세릴-10라우레이트, 피토스테롤, 카프릴릴메티 콘, 카보머, 하이드로제네이티드레시틴, 하이드로제네이티드포스파티딜콜린, 트로메타민, 에틸헥실글리세린, 잔탄검, 프로판다이올, 셀룰로오스검, 다이소듐이디티에이, 마데카소사이드, 베타-글루칸, 토코페롤",30대,복합성,진정,22,10714
[대용량키링 증정] 리얼베리어 익스트림 크림 70ml 1+1 기획 (벨리곰 콜라보),38000,"정제수, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 세테아릴알코올, 프로판다이올, 판테놀, 미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠 이에이, 글리세릴스테아레이트, 폴리글리세릴-10다이스테아레이트,다이메티콘, 솔비탄스테아레이트, 겨우살이열매추출물, 1, 2-헥산다이올, 메도우폼씨오일, 올리브오일, 하이드로제네이티드식물성오일, 자일리틸글루코사이드, 안하이드로자일리톨, 자일리톨, 글루 코오스, 토코페릴아세테이트, 피토스테롤, 포스포리피드, 다이하이드록시아이소프로필팔모일팜아마이드, 비스-카프릴로일옥시팔미타미도아이소프로판올, 알란토인, 아세틸헵타펩타이드-4, 해바라기씨오일, 살비아오일, 광곽향오일, 소두구씨오일, 콘민트오일, 캐모 마일꽃오일,멕시칸주니퍼오일, 바이오사카라이드검-1, 소듐하이알루로네이트, 아세틸다이펩타이드-1세틸에스터, 마데카소사이드, 스테아릭애씨드, 카보머, 카프릴릴글라이콜, 솔비탄라우레이트, 하이드록시에틸셀룰로오스, 소듐레불리네이트, 글리세릴카프릴레이트, p-아니식애씨드",30대,"건성, 복합성",보습,23,5198
바이오더마 하이드라비오 토너 500ml 기획(+화장솜 20매 증정),38000,"정제수, 글리세린, 폴리솔베이트20, 다이소듐이디티에이, 세트리모늄브로마이드, 향료, 나이아신아마이드, 자일리톨, 알란토인, 프룩토올리고사카라이드, 만니톨, 헥실데칸올, 소듐하이드 록사이드, 시트릭애씨드, 람노오스, 사과씨추출물, 유채스테롤, 토코페롤",20대,"건성, 복합성","보습, 진정",24,8730
[한정기획] 피지오겔 레드수딩 AI 크림 100ml+30ml 증정 기획,49900,"정제수, 올리브오일, 글리세린, 펜틸렌글라이콜, 식물성오일, 오일팜오일, 하이드로제네이티드레시틴, 스쿠알란, 베타인, 팔미타마이드엠이에이, 아세타마이드엠이에이, 사코신, 하이드록 시에틸셀룰로오스, 카보머, 소듐카보머, 잔탄검",20대,"건성, 복합성","보습, 진정",25,12749
[리필기획] 아누아 어성초 77 수딩 토너 350ml 리필 기획세트(350ml+350ml리필),49000,"약모밀추출물(77%), 정제수, 1,2-헥산다이올, 글리세린, 베타인, 병풀추출물, 체이스트트리추출물, 우엉뿌리추출물, 진흙버섯추출물, 쇠비름추출물, 포도추출물, 사과추 출물, 사탕수수추출물, 판테놀, 마트리카리아꽃추출물, 소듐하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이 드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머,  포타슘하이알루로네이트, 메틸프로판다이올, 부틸렌글라이콜, 아이소펜틸다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 다이소듐이디티에이",30대,복합성,진정,26,12489
에스트라 아토베리어365 하이드로에센스 200ml 기획 (+크림 30ml+무기자차선크림3ml 증정),32000,"정제수, 부틸렌글라이콜, 글리세린, 스쿠알란, 1,2-헥산다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카보머, 트로메타민, 글리세릴카프릴레이트, 에틸헥실글리세린, 다이소듐이디티에이, 낫토검, 스테아릭애씨드, 하이드록시프로필비스팔미타마이드엠이에이, 만니톨, 피씨에이, 락틱애씨드, 글루코오스, 글라이신, 우레아, 소듐글리세로포스페이트, 세린, 글루타믹애씨드, 토코페롤, 아크릴레이트/암모늄메타 크릴레이트코폴리머, 포타슘마그네슘아스파테이트, 아스파틱애씨드, 류신, 소듐클로라이드, 알라닌, 라이신, 알지닌, 칼슘글루코네 이트, 마그네슘글루코네이트, 타이로신, 페닐알라닌, 프롤린, 트레오닌, 발린, 아이소류신, 시트릭애씨드, 콜레스테롤, 히스티딘,  실리카, 아세틸글루코사민, 크레아틴, 우릭애씨드, 시스테인, 메티오닌",20대,"건성, 복합성",보습,27,7668
라로슈포제 시카플라스트 멀티 리페어 크림 100ml+15ml 증정 기획,46000,정제수 다이카프릴릴에터 판테놀 글리세린 펜틸렌글라이콜 폴리글리세릴-6다이스테아레이트 프로판다이올 세틸에스터 호호바에스터 베헤닐알코올 그린와틀꽃왁스 해바라기씨왁스 병풀 잎추출물 야콘뿌리즙 솔비탄올리에이트 징크글루코네이트 마데카소사이드 세테아릴아이소노나노에이트 망가니즈글루코네이트 아이소헥사데칸 알파-글루칸올리고사카라이드 소듐하이알루로네이트 소듐스테아로일글루타메이트 아데노신 만노오스 카퍼글루코네이트 하 이드록시아세토페논 하이드록시프로필스타치포스페이트 카프릴로일살리실릭애씨드 비트레오스실라발효물 시트릭애씨드 트라이소듐에틸렌다이아민다이석시네이트 락토바실러스 말토덱스트린 폴리글리세린-3 폴리글리세릴-3비즈왁스 폴리솔베이트80 아크릴아마이드/소듐아크릴로일다이메틸타우레이트코폴리머 세틸알코올 토코페롤,30대,"건성, 복합성","보습, 진정",28,5529
[온라인 단독]아이디얼 포 맨 퍼펙트 올인원 밀크 스페셜 기획 세트(150ml+150ml+20ml+클렌징폼(20ml)),48000,"[퍼펙트 올인원] 정제수, 글리세린, 메틸트라이메티콘, 메틸프로판다이올, 에틸헥실스테아레이트, 에탄올, 1,2-헥산다이올, 나이아신아마이드, 하 이드로제네이티드폴리(C6-14올레핀), 폴리글리세릴-3다이스테아레이트, 다시마추출물, 한련초잎추출물, 병풀추출물, 무화과추출물, 올레라케아아크멜라추출물, 당느릅나무뿌리추출물, 줄맨드라미씨추출물, 슈도알테로모나스발효추출물, 플랑크톤추출물, 하이드로제 네이티드레시틴, 아르간커넬오일, 글리세릴스테아레이트, 트레할로오스, 알지닌, 카보머, 글리세릴스테아레이트시트레이트, 부틸렌 글라이콜, 판테놀, 소듐스테아로일글루타메이트, 아데노신, 다이메티콘, 베헤닐알코올, 스쿠알란, 하이드로제네이티드폴리아이소부 텐, 세테아릴알코올, 다이소듐이디티에이, 베타인, 프룩토올리고사카라이드, 아이소노닐아이소노나노에이트, 폴리글리세릴-10스테아레이트, 글리세릴스테아레이트에스이, 베타-글루칸, 스테아릭애씨드, 시어버터, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 콜레스테롤, 하이드롤라이즈드하이알루로닉애씨드, 세라마이드엔피, 이눌린라우릴카바메이트, 잔탄검, 다이소듐스테아로일글루타메이 트, 세린, 알라닌, 프롤린, 해수, 소듐포스페이트, 마데카소사이드, 소듐하이드록사이드, 아세틸헥사펩타이드-8, 에틸헥실글리세린, 카프릴릴글라이콜, 향료, 부틸페닐메틸프로피오날, 리모넨
[퍼펙트 클렌징폼 올인원] 정제수, 미리스틱애씨드, 글리세린, 메틸프 로판다이올, 포타슘하이드록사이드, 라우릭애씨드, 팔미틱애씨드, 스테아릭애씨드, 글리세릴스테아레이트, 병풀추출물, 무화과추출 물, 당느릅나무뿌리추출물, 줄맨드라미씨추출물, 녹차추출물, 달맞이꽃추출물, 대왕송잎추출물, 칡뿌리추출물, 스페인감초뿌리추출 물, 플랑크톤추출물, 하이드로제네이티드레시틴, 아크릴레이트코폴리머, 포타슘코코에이트, 포타슘코코일글리시네이트, 솔비탄올리 베이트, 라우릴베타인, 폴리글리세릴-10라우레이트, 폴리쿼터늄-7, 알란토인, 소듐클로라이드, 다이소듐이디티에이, 부틸렌글라이콜, 세라마이드엔피, 해수, 마데카소사이드, 1,2-헥산다이올, 에틸헥실글리세린, 소듐벤조에이트, 향료, 부틸페닐메틸프로피오날, 리 모넨","20대,30대","건성, 복합성",보습,29,1728
[NEW]바이오힐보 판테셀 리페어시카 크림미스트 120mL+120mL 기획,36000,"정제수, 글리세린*, 병풀추출물(10%), 트라이에틸헥사노인, 하이드로제네이티드폴리(C6-14올레핀), 부틸렌글라이콜, 펜틸렌글라이콜, 메틸프로판다이올, 판테놀(1%)*, 베타-시토스테롤, 병풀잎추출물*, 아세틸헥사펩타이드-8*, 아스코빅애씨드폴리펩타이드*, 아세틸옥타펩타이드-3*, 아세틸테트라펩타이드-2*, 아세틸테트라펩타이드-3*, 아세틸테트라펩타이드-5*, 아세틸테트라펩타이드-9*, 카퍼트라이펩타이드-1*, 노나펩타이드-1*, 팔미토일펜타펩타이드-4*, 팔미토일트라이펩타이드-1*, 팔미토일트라이펩타이드-5*, 스트렙토코쿠스 테르모필루스발효물, 토코페롤, 아이리쉬모스 추출물, 사탕수수추출물, 사과즙, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 해바라기씨오일, 1,2-헥산다이올, 베타인, 트라이라우레스-4포스페이트, 에틸헥실글리세린, 폴리쿼터늄-51, 소듐파이테이트, 시트릭애씨드*, 레시틴, 에스신, 다이프로필렌 글라이콜, 카르노신",20대,"건성, 복합성",보습,30,547
VT 리들샷 300 에센스 50ml,43000,"정제수, 다이프로필렌글라이콜, 글리세린, 나이아신아마이드, 부틸렌글라이콜, 마카다미아씨오일, 1,2-헥산다이올, 에틸헥실팔미테이트, 실리카, 소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리아이소부텐, 글리세레스-26, 에틸헥실글리세린, 카프릴릴글라이콜, 아데노신, 소듐폴리아크릴레이트, 병풀추출물, 소듐하이알루로네이트, 카프릴릴/카프릴글루코사이드, 솔비탄올리에이트, 잔탄검, 프로폴리스추출물, 아시아티코사이드, 마데카소사이드, 마데카식애씨드, 아시아틱애씨드, 글라이신, 세린, 글루타믹애씨드, 아스파틱애씨드, 류신, 알라닌, 라이신, 알지닌, 타이로신, 페닐알라닌, 트레오닌, 프롤린, 발린, 아이소류신, 히스티딘, 메티오닌, 시스테인","20대,30대",복합성,"진정, 주름/미백",31,249
[신이어마켙 콜라보] 스킨푸드 로열허니 프로폴리스 인리치 에센스 기획(100ml+30ml+20g+굿즈),35000,"프로폴리스추출물 (63 %). 꿀추출물 (10 %). 로얄젤리추출물 (10 %). 부틸렌글라이콜. 디프로필렌글라이콜. 마치현추출물. 글리세린. 베타-글루칸. 락토바 실러스발효물. 효모발효물. 소듐하이알루로네이트. 하이드록시에칠셀룰로오스, 디소듐이디티에이, 카보머, 알지닌",20대,"건성, 복합성",보습,32,589
[형원PICK] 웰라쥬 리얼 히알루로닉 블루 100 앰플 100ml 기획 (+원데이키트2ea),28000,"'정제수, 프로판다이올, 펜틸렌글라이콜, 글리세린, 1,2-헥산다이올, 판테놀, 참마뿌리추출물, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 카바카바잎/뿌리/줄기추출물, 병풀추출물, 인삼열매추출물, 가지열매추출물, 알로에베라꽃추출물, 홀리바질잎추출물, 울금뿌리추출물, 참산호말추출물, 갈랑가갈랑갈추출물, 소듐하이알루로네이트(1,000ppm), 하이드로제네이티드레시틴, 메틸프로판다이올, 소듐아 크릴릭애씨드/엠에이코폴리머, 부틸렌글라이콜, 잔탄검, 소듐시트레이트, 글라이코실트레할로오스, 하이드로제네이티드스타치하이드롤리세이트, 아데노신, 시트릭애씨드, 라피노오스, 레시틴, 폴리쿼터늄-51, 베타-글루칸, 사카라이드아이소머레이트, 사이아노코발 아민, 바이오사카라이드검-1, 카프릴릭/카프릭트라이글리세라이드, 소듐스테아로일글루타메이트, 수크로오스라우레이트, 글라이신, 세린, 알지닌, 히스티딘, 리솔레시틴, 하이드롤라이즈드소듐하이알루로네이트(0.1ppm), 토코페롤, 벤질글라이콜, 하이드롤라이즈드 글라이코사미노글리칸(0.0056ppm), 소듐아세틸레이티드하이알루로네이트(0.000002ppm), 소듐하이알루로네이트크로스폴리머(0.001ppm), 하이드록시프로필트라이모늄하이알루로네이트(0.0001ppm), 하이드롤라이즈드하이알루로닉애씨드(0.0005ppm), 하이알루로닉애씨드(0.00001ppm), 에틸헥실글리세린, 카프릴릴글라이콜",30대,"건성, 복합성",보습,33,12503
"[단독기획] 파티온 노스카나인 트러블 크림 45ml 기획(+크림5ml, 세럼15ml 증정)",32000,"정제수, 글리세린, 메도우폼씨오일, 카프릴릭/카프릭트라이글리세라이드, 비닐다이메티콘, 다이글리세린, 폴리글리세릴-3다이스테아레이트, 세테아릴알코올, 1,2-헥산다이올, 펜틸렌글라이콜, 펜타에리스리틸테트라에틸헥사노에이트, 쑥잎추출물, 하이드로제네이티드쌀겨오일, 하이드로제네이티드레시 틴, 세테아릴올리베이트, 소듐스테아로일글루타메이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리글리세릴-2스테아레이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아이소도데케인, 하이드록시아세토페논, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 클로렐라 불가리스추출물, 글루코오스, 솔비탄올리베이트, 글리세릴스테아레이트, 스테 아릴알코올, 판테놀, 글리세릴스테아레이트시트레이트, 부틸렌글라이콜, 프룩토올리고사카라이드, 프룩토오스, 잔탄검, 스테아릭애 씨드, 석시닉애씨드, 다이메티콘/비닐다이메티콘크로스폴리머, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 소듐파이테이트, 솔비탄아이소스테아레이트, 폴리글리세릴-10스테아레이트, 세라마이드엔피, 알란토인, 베타-글루칸, 폴리글리세릴-10라우레이트,  세라마이드엔에스, 소듐헤파린, 콜레스테롤, 에틸헥실글리세린, 피토스핑고신, 세라마이드에이피, 세라마이드에이에스, 스쿠알란,  다이프로필렌글라이콜, 병풀추출물, 세라마이드이오피, 카프릴릴/카프릴글루코사이드",20대,복합성,진정,34,3894
[한정특가] 피지오겔 DMT 페이셜 크림 150ml+75ml 증정 기획,55000,"글리세린, 소듐카보머, 시어버터, 스쿠알란, 잔탄검, 정제수, 카보머, 카프릴릭/카프릭트라이글리세라이드, 코코넛야자오일, 펜틸렌글라이콜, 하이드로제네이티드레시틴, 하이드록시에틸셀룰로오스, 세라마이드엔피",30대,"건성, 복합성",보습,35,31930
아벤느 오 떼르말 300ml 2입 기획,34000,아벤느 온천수(아쿠아),20대,"건성, 복합성","보습, 진정",36,13427
[대용량기획] 토리든 다이브인 저분자 히알루론산 세럼 70ml 대용량 기획(+세럼 10ml),32000,"[다이브인 세럼]
정제수, 부틸렌글라이콜, 글리세린, 다이프로필렌글라이콜, 1,2-헥산다이올, 판테놀 , 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드(500ppm), 소듐아세틸레이티드하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 알 란토인, 트레할로스, 베타인, 프로판다이올, 쇠비름추출물, 버지니아풍년화추출물, 마데카소사이드, 마데카식애씨드, 세라마이드엔 피, 베타-글루칸, 말라카이트추출물, 콜레스테롤, 펜틸렌글라이콜, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머, 폴리글리세릴-10라우레이트, 잔탄검, 트로메타민, 카보머, 에틸헥실글리세린,황금추출물,모란뿌리추출물",20대,"건성, 복합성","보습, 진정",37,1998
우르오스 스킨로션 200ml,29700,"■ 정제수, 에탄올, 펜틸렌글라이콜, 글리세린, 베타인, 피이지-6, 피이지-32, 아데노신포스페이트, 소듐하이드록사이드, 소듐다이라우미도글루타미드라이신, 피피지-6-데실테트라데세스-30, 알진, 시트릭애씨드, 소듐하이알루 로네이트, 스타아니스열매/씨오일, 서양측백나무잎오일, 아틀라스시다나무껍질오일, 라반딘오일, 라임전초오일, 페퍼민트오일, 구주소나무잎오일, 로즈마리잎오일, 페녹시에탄올, 터펜틴, 리날룰",30대,복합성,"보습, 진정",38,1444
[임지연 PICK]바이오힐보 판테셀 리페어시카 크림 50mL+50mL 기획,57600,"병풀추출물(75.5%), 판테놀(5%)*, 프로판다이올, 펜타에리스리틸테트라에틸헥사노에이트, 글리세린*, 부틸렌글라이콜, 에틸헥실스테아레이트, 정제수, 병풀잎추출물*, 마데카소사이드, 베타-시토스테롤, 아시아티코사이드, 아세틸헥사펩타이드-8*, 아스코빅애씨드폴리펩타이드*, 아세틸옥타펩타이드-3*, 아세틸테트라펩타이드-2*, 아세틸테트라펩타이드-3*, 아세틸테트라펩타이드-5*, 아세틸테트라펩타이드-9*, 카퍼트라이펩타이드-1*, 노나펩타이드-1*, 팔미토일펜타펩타이드-4*, 팔미토일트라이펩타이드-1*, 팔미토일트라이펩타이드-5*, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 해바라기씨오일, 메틸메타크릴레이트크로스폴리머, 펜틸렌글라이콜, 트라이에틸헥사노인, 다이카프릴릴카보네이트,  소듐폴리아크릴로일다이메틸타우레이트, 1,2-헥산다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, C12-20알킬글루코사이드, 다이포타슘글리시리제이트, 알란토인, 에틸헥실글리세린, 팔미틱애씨드, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 하이드로제네이티드레시틴, 소듐파이테이트, 트로메타민, 글리세릴카프릴레이트, 레시틴, 에스신, 다이프로필렌글라이콜, 토코페롤, 시트 릭애씨드*, 카르노신, C14-22알코올, 세테아릴알코올, C12-16알코올, 카보머",20대,복합성,"보습, 진정",39,1893
[단독기획]닥터자르트 시카페어 인텐시브 수딩 리페어 크림 기획(50ml+15ml2ea),49000,"정제수, 다이프로필렌글라이콜, 세테아릴알코올, 프로판다이올, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 피토스테릴이소스테아릴다이머디리놀리에이트, 부틸렌 글라이콜, 카프릴릭/카프릭트라이글리세라이드, 시어버터, 다이카프릴릴에터, 나이아신아마이드, 글리세릴 스테아레이트에스이, 펜 틸렌글라이콜, 합성비즈왁스, 퀸즈랜드넛오일, 카카오추출물, 병풀잎추출물, 1,2-헥산다이올, 세틸에틸헥사노에이트, 다이글리세린, 비닐다이메티 콘, 세테아릴올리베이트, 솔비탄올리베이트, 하이드록시에 틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리 머, 글리세린, 알란토인, 아시아티코사이드, 트로메타민, 마데카식애씨드, 아시아틱애씨드, 아데노신, 아이소펜틸다이올, 덱스트린, 솔비탄아이소스테아레이트, 트라이소듐에틸렌다이아민다이석시네이트, 폴리글리세릴-4올리에이트, 소듐스테아로일글루타메이트, 소듐서팩틴, 토코페롤, 덱스트란, 팔미토일트라이펩타이드-8, 카보머, 잔탄검, 페녹시에탄올, 황색4호 (CI 19140), 청색1호 (CI 42090)",20대,복합성,진정,40,716
차앤박(CNP) 프로폴리스 에너지 앰플 미스트 250ml,25000,"정제수, 프로판다이올, 글리세린, 1,2-헥산다이올, 다이메티콘, 소듐시트레이트, 부틸렌글라이콜, 베타인, 하이드로제네이티드레시틴, 솔비톨, 피이지-60하이드로제네이티드캐스터오일, 솔비탄세스퀴올리에이트, 시트릭애씨드, 센티드제라늄꽃오일, 펜틸렌글라이콜, 다이소듐이디티에이, 프로폴리스추출물(200ppm), 하이알루로닉애 씨드, 판테놀, 하이드록시페닐프로파미도벤조익애씨드, 글루코노락톤, 락토바이오닉애씨드, 판토락톤, 아스코빌팔미테이트, 시트로 넬올, 제라니올, 리날룰",20대,"건성, 복합성",보습,41,7398
[한정기획더보이즈 현재PICK]앰플엔 세라마이드샷 앰플 100ml 기획(100ml+10ml),18900,"정제수, 부틸렌글라이콜, 글리세린, 프로판다이올, 다이글리세린, 베타-글루칸, 1,2-헥산다이올, 나이아신아마이드, 베타인, 메틸글루세스-20, 트레할로오스, 옥틸도데 칸올, 아데노신, 연교추출물, 하이드로제네이티드레시틴, 세라마이드3, 알지닌, 알란토인, 유채스테롤, 콜레스테롤, 세라마이드2,  세라마이드1, 자일리틸글루코사이드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 무수자일리톨, 잔탄 검, 카보머, 자일리톨, 카프릴릴글라이콜, 마카다미아씨오일, 카프릴릭/카프릭트라이글리세라이드, 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트, 폴리글리세릴-10올리에이트, 세틸포스페이트, 다이소듐이디티에이",30대,"건성, 복합성",보습,42,8147
바이오더마 하이드라비오 세럼 40ml,40000,"정제수, 글리세린, 자일리톨, 소듐폴리아크릴레이트, 다이메티콘, 사이클로펜타실록세인, 페녹시에탄올, 클로페네신, 트라이데세스-6, 다이소듐이디티에이, 나이아신아마이드, 피이지/피피지-18/18다이메티콘, 프룩토올리고사카라이드, 만니톨, 소듐하이알루로네이트, 헥실데칸올, 카프릴릭/카프릭트라이글리세라이드, 람노오스, 라미나리아 오크 롤레우카추출물, 사과씨추출물, 유채스테롤, 토코페롤, 향료 ※제공된 성분은 동일 제품이라도 경우에 따라 변경될 수 있습니다. 최 신정보는 제품 포장의 성분을 참고하시거나 본사 고객센터(02-523-7676)으로 연락 부탁 드립니다",20대,"건성, 복합성",보습,43,5907
[탄력광채] 넘버즈인 3번 결광가득 에센스 토너 200ml 기획 (+50ml 증정),24000,"정제수, 다이프로필렌글라이콜, 글리세레스-26, 1,2-헥산다이올, 나이아신아마이드, 부틸렌글라이콜, 글리세린, 메틸글루세스-20, 메도우스위트추출물, 락토코쿠스/녹두추출물발효여과물, 락토바실러스/쌀발효물, 클로렐라발효물, 락토바실러스/조류추출발효물, 효모/포도발효추출물, 락토바실러스/호박발효추 출물, 락토바실러스/콩발효추출물, 락토바실러스/콩추출물발효여과물, 효모/쌀발효여과추출물, 효모/보리씨발효여과물, 효모/칼슘발효물, 효모/슈가캘프발효물, 효모/감자추출물발효여과물, 락토바실러스/여바산타발효추출물, 락토바실러스/부레옥잠발효물, 락토바 실러스/호밀가루발효물, 락토바실러스/히비스커스꽃발효여과물, 락토바실러스/우유발효여과물, 락토바실러스/홍삼발효여과물, 락토 바실러스/아세로라체리발효물, 락토바실러스발효물, 락토바실러스발효용해여과물, 락토코커스/우유발효용해물, 락토코쿠스발효물,  락토코쿠스발효추출물, 락토코쿠스발효용해물, 스트렙토코쿠스 테르모필루스발효물, 흑효모발효여과물, 비피다발효여과물, 비피다발효추출물, 류코노스톡/무발효여과물, 락토바실러스/고추냉이뿌리발효추출물, 락토바실러스/석류발효추출물, 바실러스/글루타믹애씨 드발효여과물, 바실러스/쌀겨추출물/콩추출물발효여과물, 모나스커스/쌀발효물, 효모/쌀겨발효여과추출물, 효모/쌀겨발효물, 락토바실러스/배즙발효여과물, 피키아발효용해여과물, 알테로모나스발효추출물, 효모/율무씨발효여과물, 효모/콩단백질발효물 , 스핑고모 나스발효추출물, 효모/공작석발효물, 효모발효물, 효모발효여과물, 스키조사카로미세스발효여과물, 아스퍼질러스발효물, 아스퍼질러스/글루코오스/콩/전분발효여과물, 센티드제라늄꽃오일 , 소듐하이알루로네이트, 폴리글리세릴-10라우레이트, 세테아릴알코올, 베타인, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 폴리쿼터늄-51, 하이드록시에틸셀룰로오스, 아데노신, 제라니 올, 시트로넬올",20대,"건성, 복합성",보습,44,2172
[단독기획] 토리든 다이브인 저분자 히알루론산 토너 300ml 기획(+100ml 추가 증정),21000,"정제수, 부틸렌글라이콜, 다이프로필렌글라이콜, 1,2-헥산다이올, 글리세린, 베타인, 알란토인, 판테놀, 쇠비름추출물, 트레할로오스, 소듐하이알루로네이트, 하이드 롤라이즈드하이알루로닉애씨드(100ppm), 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 소듐아세틸레 이티드하이알루로네이트, 2,3-부탄다이올, 펜틸렌글라이콜, 말라카이트추출물, 다이소듐이디티에이, 에틸헥실글리세린",20대,복합성,"보습, 진정",45,6346
[단독기획] 웰라쥬 리얼 히알루로닉 100 크림 50ml 1+1 기획,39000,"'하이드롤라이즈드하이알루로닉애씨드(500,000ppm), 정제수, 글리세린, 세테아릴알코올, 펜틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 스쿠알란 , 프로판다이올, 베타인 , 세테아릴올리베이트, 비닐다이메티콘, 코코-카프릴레이트/카프레이트, 아이소프로필미리스테이트, 시어버터, 폴리글리세릴-4카프레이트, 판 테놀, 옥틸도데칸올, 알란토인, 부틸렌글라이콜, 글라이신, 알지닌, 히스티딘, 세린, 토코페롤, 벤질글라이콜 , 소듐스테아로일글루타메이트, 하이드롤라이즈드글라이코사미노글리칸, 아데노신, 소듐하이알루로네이트(100ppm), 소듐하이알루로네이트크로스폴리머(3.5ppb), 하이드록시프로필트라이모늄하이알루로네이트(0.42ppb), 하이알루로닉애씨드(0.035ppb), 소듐아세틸레이티드하이알루로네이 트(0.007ppb), 나이아신아마이드, 세라마이드엔피, 스트렙토코쿠스 테르모필루스발효물, 다이포타슘글리시리제이트, 콜레스테롤, 솔비탄올리베이트, 수크로오스라우레이트, 비즈왁스, 팔미틱애씨드, 스테아릭애씨드, 하이드로제네이티드레시틴, 리솔레시틴, 폴리글 리세릴-3폴리리시놀리에이트, 카보머, 잔탄검 , 트라이하이드록시스테아린, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 가지열매추출물, 홀리바질잎추출물, 울금뿌리추출물, 참산호말추출물, 하수오뿌리추출물, 스타아니스추출물, 에 틸헥실글리세린, 카프릴릴글라이콜, 1,2-헥산다이올, 시트릭애씨드, 다이소듐이디티에이",30대,"건성, 복합성",보습,46,2308
