상품명,가격,성분,나이,피부타입,피부고민,랭킹,리뷰수
에스트라 아토베리어365 크림 80ml,31000,"정제수, 글리세린, 부틸렌글라이콜, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 펜타에리스리틸테트라아이오스테아레이트, 사이클로펜타실록세인, 스쿠알란, 세틸에틸헥사노에이트 베헤닐알코올, 스테아릭애씨드, 하이드록시프로필비스팔미타마이드엠이에이, 사이클로헥사실록세인, C14-22알코올, 하이드록시프로필비스라우라마이드엠에이,  만니톨, 아라키딜알코올, 콜레스테롤, 폴리아크릴레이트-13, 알란토인, 카나우바왁스추출물, C12-20알킬글루코사이드, 아라키딜글루코사이드, 다이메틴콘올, 폴리아이소부텐, 피토스핑고신, 글리세릴카프릴레이트, 아크릴레이트/암모늄메타크릴레이트코폴리머, 카보머, 트로메타민, 에틸헥실글리세린, 실리카, 폴리솔베이트20, 솔비탄아이소스테아레이트, 글루코오스, 아라키딕애씨드, 팔미틱애씨 드, 소목줄기가루, 올레익애씨드, 토코페롤",20대,"건성, 복합성",보습,47,8581
[한정기획] 피지오겔 사이언수티컬즈 데일리뮨 앰플 세럼 20ml+글로우에센스 20ml 증정 기획,45000,"정제수, 다이프로필렌글라이콜, 프로판다이올, 아스코빅애씨드, 2,3-부탄다이올, 글리세린, 변성알코올, 판테놀, 글라이코실트레할로오스, 하이드로제네이티 드스타치하이드롤리세이트, 1,2-헥산다이올, 솔비톨, 폴리글리세릴-10스테아레이트, 폴리글리세릴-10올리에이트, 알란토인, 마데카 소사이드, 트레할로오스, 부틸렌글라이콜, 베티버뿌리오일, 덱스트린, 소듐하이알루로네이트, 잇꽃꽃추출물, 카카오씨추출물, 후추 열매오일, 생강오일, 홍삼추출물, 영지버섯추출물, 토코페롤, 페룰릭애씨드, 스쿠알란, 카프릴릭/카프릭트라이글리세라이드, 세라마이드엔피, 하이드로제네이티드레시틴, 육계잎오일, 다마스크장미꽃오일, 돌콩오일, 다이소듐이디티에이, 트로메타민",30대,"건성, 복합성","보습, 주름/미백",48,959
[단독기획] 닥터지 레드 블레미쉬 클리어 모이스처 크림 70ml+30ml 기획,39000,"정제수, 글리세린, 2,3-부탄다이올, 하이드로제네이티드폴리(C6-14올레핀), 병풀추출물, 나이아신아마이드, 베타인, 비닐다이메티콘, 사이클로헥사실록세인, 1,2-헥산다이올, 세틸에틸헥사노에이트, 하이드로제네이티드폴리데센, 호호바에스터, 하이드로제네이티드레시틴, 소듐하이알루로네이트, 마카다미아씨 오일, 하이드로제네이티드채종유, 카프릴릭/카프릭트라이글리세라이드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레 이트코폴리머, 헥실데실라우레이트, 헥실데칸올, 실리카, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, C14-22알코올, 아라키딜알코올, 팔미틱애씨드, C12-20알킬글루코사이드, 글리세릴스테아레이트, 다이프로필렌글라이콜, 알란토인, 스테아릭애씨드, 베 헤닐알코올, 아라키딜글루코사이드, 카보머, 소듐스테아로일글루타메이트, 솔비탄아이소스테아레이트, 다이소듐이디티에이, 판테놀, 수크로오스다이스테아레이트, 부틸렌글라이콜, 글루코오스, 미리스틱애씨드, 세라마이드엔피, 마데카소사이드, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 피토스핑고신, 하이드록시아세토페논, 에틸헥실글리세린",20대,"건성, 복합성","보습, 진정",49,599
바이오더마 아토덤 인텐시브 밤 500ml,48000,"정제수, 글리세린, 미네랄오일, 해바라기씨오일, 베헤닐알코올, 수크로오스스테아레이트, 카놀라오일, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 펜틸렌글라이콜, 베타-시토스테롤, 자일리톨, 징크글루코네이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 팔미타마이드엠이에이, 1,2-헥산다이올, 카프릴 릴글라이콜, 소듐시트레이트, 만니톨, 람노오스, 소듐라우로일락틸레이트, 소듐하이드록사이드, 폴리솔베이트60, 솔비탄아이소스테 아레이트, 토코페롤, 피토스핑고신, 세라마이드엔피, 에틸헥실글리세린, 세라마이드에이피, 콜레스테롤, 카보머, 잔탄검, 프룩토올 리고사카라이드, 카프릴릭/카프릭트라이글리세라이드, 라미나리아 오크롤레우카추출물, 시트릭애씨드, 세라마이드이오피",20대,"건성, 복합성",보습,50,4264
[판매량 1억개 돌파대용량] AHC 텐 레볼루션 리얼 아이크림 포 페이스 더블 기획,39000,"하이드롤라이즈드콜라겐추출물, 글리세린, 다이프로필렌글라이콜, 비피다발효용해물, 하이드로제네이티드폴리데센, 사이클로헥사실록세인, 카프릴릭/카프릭트라이글리세라이드, 다이카프릴릴카보네이트, 정제수, 나이아신아마이드, 카프릴릭/카프릭/석시닉트라이글리세라이드, 세테아릴알코올, 1,2-헥 산다이올, 글리세릴스테아레이트에스이, 펜타에리스리틸스테아레이트/카프레이트/카프릴레이트/아디페이트, 세틸알코올, 시어버터, 베타인, 황벽나무껍질추출물, 녹차추출물, 구기자나무잎추출물, 병풀추출물, 무화과추출물, 참마뿌리추출물, 쌀추출물, 알로에베라 잎추출물, 콜라겐추출물, 슈도알테로모나스발효추출물, 올레라케아아크멜라추출물, 코튼씨추출물, 토마토추출물, 아보카도열매추출 물, 마카뿌리추출물, 퉁퉁마디추출물, 실론시나몬나무껍질추출물, 바실러스/폴릭애씨드발효여과추출물, 씨대퍼딜추출물, 알바수련꽃추출물, 밀펩타이드, 리마콩씨추출물, 하이드로제네이티드레시틴, 코코넛야자오일, 마카다미아씨오일, 소듐하이알루로네이트, 수용 성콜라겐, 녹차수, 쌀배아오일, 호호바씨오일, 폴리글리세릴-10미리스테이트, 세테아릴올리베이트, 솔비탄올리베이트, 메틸프로판다이올, 폴리글리세릴-10라우레이트, 다이메티콘/비닐다이메티콘크로스폴리머, 폴리아크릴레이트-13, 소듐스테아로일글루타메이트, 베헤닐알코올, 폴리글리세릴-10스테아레이트, 비닐다이메티콘, 부틸렌글라이콜, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효 물, 하이드로제네이티드폴리아이소부텐, 알란토인, 글라이코실트레할로오스, 판테놀, 하이드로제네이티드스타치하이드롤리세이트,  잔탄검, 아데노신, 라피노오스, 콜레스테롤, 에틸헥실팔미테이트, 다이소듐이디티에이, 마이크로코쿠스발효용해물, 솔비탄아이소스 테아레이트, 레시틴, 프로판다이올, 세라마이드엔피, 폴리쿼터늄-51, 소듐라우레이트, 이눌린라우릴카바메이트, 라우릭애씨드, 사이아노코발아민, 트로메타민, 포타슘세틸포스페이트, 인체줄기세포배양액(10 ppm), 하이드롤라이즈드콜라겐, 콜라겐수, 토코페릴아세 테이트, 바이오사카라이드검-1, 자일리틸글루코사이드, 스키조사카로미세스발효여과물, 안하이드로자일리톨, 자일리톨, 코코일하이 드롤라이즈드콜라겐, 펜타에리스리틸테트라아이소스테아레이트, 글라이코리피드, 솔비탄라우레이트, 글루코오스, 소듐팔미토일프롤 린, 카프릴로일글라이신, 포타슘코코일하이드롤라이즈드콜라겐, 말토덱스트린, 헥실렌글라이콜, 스쿠알란, 아스코빌프로필하이알루 로네이트, 하이드록시에틸셀룰로오스, 하이드롤라이즈드루핀단백질, 콜라겐, 에칠아스코빌에텔, 록샘파이어캘러스배양여과물, 테트 라하이드로피페린, 아스코빅애씨드폴리펩타이드, 콜라겐아미노산, 만니톨, 락틱애씨드, 사코신, 아세틸다이펩타이드-1세틸에스터,  사카라이드하이드롤리세이트, 하이드롤라이즈드식물성단백질, 세틸하이드록시에틸셀룰로오스, 다이펩타이드다이아미노부티로일벤질 아마이드다이아세테이트, 루틴, 실리카다이메틸실릴레이트, 락토바실러스발효물, 다이메틸실란올하이알루로네이트, 하이드롤라이즈 드하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 아세틸테트라펩타이드-9, 알라닌, 알지닌, 아스파라진, 아스파틱애 씨드, 시트룰린, 시스테인, 글루타믹애씨드, 글루타민, 글라이신, 히스티딘, 아이소류신, 류신, 라이신, 메티오닌, 오르니틴, 페닐 알라닌, 프롤린, 세린, 타우린, 트레오닌, 트립토판, 타이로신, 발린, 팔미토일트라이펩타이드-5, 3-아스코빌카보닐다이펩타이드-17, 카프릴로일다이펩타이드-17, 아세틸글루타민, 헵타소듐헥사카복시메틸다이펩타이드-12, 다이포타슘포스페이트, 하이알루로닉애씨 드, 포타슘하이알루로네이트, 판토테닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드록시프로필트라이모늄하이알루로네이트,  아세틸헥사펩타이드-8, 글루코노락톤, 소듐콘드로이틴설페이트, 팔미틱애씨드, 돌콩펩타이드, 효모폴리펩타이드, 소듐하이알루로네 이트다이메틸실란올, 스테아릭애씨드, 소듐아세틸레이티드하이알루로네이트, 아텔로콜라겐, 팔미토일테트라펩타이드-7, 팔미토일트 라이펩타이드-1, 카프릴로일에스에이치-노나펩타이드-6, 알-소폴리펩타이드-1, 귀리펩타이드, 콩폴리펩타이드, 소듐아스코빌포스페 이트, 마그네슘아스코빌포스페이트, 아세틸옥타펩타이드-3, 아세틸테트라펩타이드-11, 칼슘글루코네이트, 다이펩타이드-2, 카퍼트라이펩타이드-1, 아세틸테트라펩타이드-3, 아세틸트라이펩타이드-1, 노나펩타이드-1, 아세틸테트라펩타이드-2, 아세틸테트라펩타이드-5, 트라이펩타이드-1, 헥사펩타이드-2, 헥사펩타이드-9, 트라이펩타이드-2, 다이펩타이드-1, 펜타펩타이드-3, 트라이펩타이드-3, 알라닌/히스티딘/라이신폴리펩타이드카퍼에이치씨엘, 다이펩타이드-4, 올리고펩타이드-6, 레티닐팔미테이트, 바이오틴, 아스코빅애씨 드, 리보플라빈, 티아민에이치씨엘, 폴릭애씨드, 피리독신, 메나다이온, 미리스틱애씨드, 팔미토일펜타펩타이드-4, 팔미토일헥사펩 타이드-12, 팔미토일다이펩타이드-7, 에스에이치-올리고펩타이드-1, 에스에이치-폴리펩타이드-1, 에스에이치-올리고펩타이드-2, 에 스에이치-폴리펩타이드-3, 에스에이치-폴리펩타이드-4, 에스에이치-폴리펩타이드-9, 에스에이치-폴리펩타이드-11, 에스에이치-폴리 펩타이드-14, 에스에이치-폴리펩타이드-16, 에스에이치-폴리펩타이드-22, 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트, 폴리솔베이트80, 하이드록시아세토페논, 에틸헥실글리세린, 카프릴릴글라이콜, 펜틸렌글라이콜, 소듐벤조에이트, 향료",20대,"건성, 복합성","보습, 주름/미백",51,2811
[단독기획]메이크프렘 인테카 수딩크림 기획세트(50ml+31ml),24000,"정제수,프로판다이올,글리세린,글리세릴글루코사이드,1,2-헥산다이올,카프릴릭/카프릭트라이글리세라이드,하이드로제네이티드폴리데센,나이아신아마이드,부틸렌글라이콜,솔비톨,세테아릴올리베이트,비닐다이메티콘,솔비탄올리베이트,카보머,칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물,해바라기씨오일,아시아티코사이드,아시아틱애씨드,마데카식애씨드,하이알루로닉애씨드,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트,다이프로필 렌글라이콜,글리세릴스테아레이트에스이,하이드로제네이티드레시틴,트로메타민,에틸헥실글리세린,아데노신,다이소듐이디티에이,에톡시다이글라이콜",20대,복합성,진정,52,2375
[늘이농 PICK  단독기획] 비플레인 시카테롤 앰플 30ml 기획(+리필31ml),26000,"병풀추출물, 부틸렌글라이콜, 정제수, 글리세레스-26, 메틸프로판다이올, 글리세린, 폴리글리세린-3, 사카라이드하이드롤리세이트, 1,2-헥산다이올, 판테놀, 자일리틸글루코사이드, 알란토인, 트로메타민, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 안 하이드로자일리톨, 자일리톨, 소듐폴리아크릴레이트, 글루코오스, 다이카프릴릴카보네이트, 펜틸렌글라이콜, 베타-글루칸, 소듐하이알루로네이트, 베타-시토스테롤, 마데카소사이드, 카프릴로일살리실릭애씨드, 하이드로제네이티드레시틴, 백미꽃추출물, 하이알루로닉애씨드, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드",20대,복합성,진정,53,3716
[대용량] 라운드랩 1025 독도 토너 (본품500ml+100ml 추가 증정),30000,"정제수, 부틸렌글라이콜, 글리세린, 펜틸렌글라이콜, 프로판다이올, 아이리쉬모스추출물, 사탕수수추출물, 해수, 1,2-헥산다이올, 프로테아제, 베타인, 판테놀, 에틸헥실글리세린, 알란 토인, 잔탄검, 다이소듐이디티에이",20대,복합성,"보습, 진정",54,9352
[증량] 아누아 어성초 77 토너 500ml,45000,"약모밀추출물(77%), 정제수, 1,2-헥산다이올, 글리세린, 베타인, 병풀추출물, 체이스트트리추출물, 우엉뿌리추출물, 진흙버섯추출물, 쇠비름추출물, 포도추출물, 사과추출물, 사탕수수추출물, 판테놀, 마트리카리 아꽃추출물, 소듐하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세 틸레이티드하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 메틸프로판다이올, 부틸렌글라이콜, 아이소펜틸다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 다이소듐이디티에이",10대,복합성,진정,55,3904
[윈터 PICK] 마몽드 포어 슈링커 바쿠치올 크림 60ml 단독기획 (+30ml 추가증정),38000,"정제수, 부틸렌글라이콜, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 메틸트라이메티콘, 세테아릴알코올, 데실코코에이트, 글리세릴스테아레이트시트레이트, 펜타에리스리틸테트라에틸헥사노에이트, 1,2-헥산다이올, 판테놀, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 벤토나이트, 암모늄아 크릴로일다이메틸타우레이트/브이피코폴리머, 바쿠치올, 해바라기씨오일, 글리세릴카프릴레이트, 돌콩오일, 말토덱스트린, 에틸헥실글리세린, 다이소듐이디티에이, 당근추출물, 아데노신, 소듐하이알루로네이트, 레티놀, 하이드롤라이즈드식물성단백질, 사포닌, 수 크로오스, 황해쑥잎오일, 베타-카로틴, 하이드롤라이즈드호밀피토플라센타추출물, 토코페롤, 풀루란, 제인, 인돌아세틱애씨드, 펙틴, 시트릭애씨드",40대 이상,복합성,"보습, 주름/미백",56,159
[1116 하루특가] 닥터디퍼런트 비타리프트 에이 포르테 더블 기획,78000,"정제수, 세틸에틸헥사노에이트, 글리세린, 스쿠알란, 잇꽃씨오일, 시어버터, 유채스테롤, 콜레스테롤, 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트, 1,2-헥산다이올, 폴리글리 세릴-10올리에이트, 소듐하이알루로네이트, 하이드로제네이티드레시틴, 폴리글루타믹애씨드, 세라마이드엔피, 레틴알(0.1%), 스테아릭애씨드, 올레익애씨드, 토코페롤, 아데노신, 다이소듐이디티에이",20대,"건성, 복합성",주름/미백,57,1333
[한정기획] 피지오겔 DMT 데일리보습 로션 200ml,38000,"■ 정제수, 카프릴릭/카프릭트리글리세라이드,, 글리세린, 펜틸렌글라이콜, 코코넛오일, 기름야자오일, 쉐어버터, 올리브오일, 하이드로제네이티드레시틴, 하이드록시에칠셀룰로오스, 카프릴릴글라이콜, 잔탄검, 스쿠알란, 카보머, 소듐카보머, 세라마이드3",20대,"건성, 복합성",보습,58,8470
닥터지 레드 블레미쉬 포 맨 올인원 플루이드 150ml+75ml 기획,32000,"정제수, 나이아신아마이드, 아이소도데케인, 카프릴릴메티콘, 메틸프로판다이올, 1,2-헥산다이올, 다이프로필렌글라이콜, 프로판다이올, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드폴리(C6-14올레핀), 다이메티콘/비닐다이메티콘크로스폴리머, 폴리글리세릴-2스테아레이트, C14-22알코올, C12-16 알코올, 글리세릴스테아레이트, 스테아릴알코올, 부틸렌글라이콜, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, C12-20알킬글루코사이드, 소듐폴리아크릴로일다이메틸타우레이트, 하이드로제네이티드레시틴, 팔미틱애씨드, 소듐하이알루로네이트, 아데노신, 트로메타민, 병풀추출물, 호장근뿌리추출물, 잔탄검, 황금추출물, 다이소듐이 디티에이, 녹차추출물, 스페인감초뿌리추출물, 마트리카리아꽃추출물, 로즈마리잎추출물, 글루코오스, 글루코노락톤, 세라마이드엔 피, 티트리잎오일, 말토덱스트린, 마데카소사이드, 사카라이드하이드롤리세이트, 아보카도열매추출물, 아시아티코사이드, 아시아틱 애씨드, 마데카식애씨드, 다시마추출물, 당느릅나무뿌리추출물, 알로에베라잎추출물, 참마뿌리추출물, 제비꽃꽃추추물",20대,복합성,"보습, 진정",59,4746
포맨트 시그니처 올인원 에센스 모이스처 플러스 150ml,29000,"정제수, 부틸렌글라이콜, 글리세린, 글리세레스-26, 메틸프로판다이올, 나이아신아마이드, 스쿠알란, 폴리글리세릴-4카프레이트, 트레할로오스, 글리세레스-25피씨에이아이소스테아레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 카프릴릴글라이콜, 암모늄아크릴로일다이메틸타우레이트/베헤네스- 25메 타크라일레이트크로스폴리머, 펜틸렌글라이콜, 하이드록시아세토페논, 카프릴릭/카프릭트라이글리세라이드, 다이메티콘/비닐다이메 티콘크로스폴리머, 1,2-헥산다이올, 향료, 하이드로제네이티드레시틴, 에틸헥실글리세린, 올리브오일, 아데노신, 시어버터, 소듐하 이알루로네이트, 잔탄검, 다이소듐이디티에이, 실리카, 세라마이드엔피, 병풀추출물, 황금추출물, 호장근뿌리추출물, 마트리카리아 꽃추출물, 로즈마리잎추출물, 대왕송잎추출물, 칡뿌리추출물, 당느릅나무뿌리추출물, 달맞이꽃추출물, 하이드롤라이즈드하이알루로 닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트, 팔미토일트라이펩타이드-5, 팔미토일펜타펩타이드-4, 팔미토일트라이펩타이드-1, 팔미토일올리고펩타이드, 팔미토일테트라펩타이드-7, 트라이펩타이드-1, 헥사펩타이드-9, 노나펩타이드-1, 아세틸테트라펩타이드-2, 카퍼트라이펩타이드-1, 아세틸헥사펩타이드-8",20대,"건성, 복합성",보습,60,207
디오디너리 나이아신아마이드 10% + 징크 1% 60ml,12600,"정제수, 나이아신아마이드(10%), 펜틸렌글라이콜, 징크피씨에이(징크로서,1%), 다이메틸아이소소바이드, 타마린드씨검, 잔탄검, 아이소세테스-20, 에톡시다이글라이콜, 페녹시에탄올, 클로페네신",20대,복합성,"진정, 주름/미백",61,3745
[디렉터파이추천] 이즈앤트리 어니언 뉴페어 겔크림 50ml 기획(+겔크림 20ml),32000,"양파추출물(719,124ppm), 프로판다이올, 글리세린, 정제수, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 1,2-헥산다이올, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 소듐헤파린, 알란토인, 판테놀, 약모밀추출물, 세테아릴알코올, 비닐다이메티콘, 카보머, 세테아릴올리베이트, 솔비톨, 솔비탄올리베이트, 바이오사카라이드검-1, 소듐폴리아크릴로일다이메틸타우레이트, 소듐아 스코빌포스페이트, 트로메타민, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 솔비탄아이소스테아레이트, 하이드로제네이티드 폴리데센, 에틸헥실글리세린, 시트릭애씨드, 아데노신, 하이드록시에틸셀룰로오스, 아이비고드열매추출물, 다이소듐이디티에이, 베 타인, 소듐시트레이트, 트라넥사믹애씨드, 트라이데세스-10, 가지열매추출물, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트, 참산호말추출물, 홀리바질잎추출물, 울금뿌리추출물",20대,복합성,진정,62,3884
[한정기획1+1] 스킨푸드 로열허니 프로폴리스 인리치 에센스 50ml 리필기획,32000,"프로폴리스추출물 (63 %). 꿀추출물 (10 %). 로얄젤리추출물 (10 %). 부틸렌글라이콜. 디프로필렌글라이콜. 마치현추출물. 글리세린. 베타-글루칸. 락토바실러스발효물. 효모발효물. 소듐하이알루로네이트. 하이드록시에칠셀룰로오스, 디소듐이디티에이, 카보머, 알지닌","20대,30대","건성, 복합성",보습,63,4595
쏘내추럴 올 데이 메이크업 픽서 더블기획 (120ml+120ml),42000,"정제수, 폴리에스터-5, 변성알코올, 하이드롤라이즈드밀단백질, 소듐하이알루로네이트, 레몬추출물, 서양톱풀추출물, 아르니카 몬타나꽃추출물, 쓴쑥추출물, 겐티아나뿌리추출물, 티트리잎추출물, 병풀추출물, 프로판다이올, 폴리글리세릴-2올리에이트, 피이지-60하이드로제네이티드캐스터오일, 옥틸도데세스-16, 에틸헥실글 리세린, 판테놀, 에탄올, 페녹시에탄올, 소듐벤조에이트, 포타슘솔베이트, 향료, 리모넨",30대,복합성,"보습, 진정",64,12348
스킨앤랩 베리어덤 인텐시브 크림 50ml 기획 (+ 크림 30ml 증정),23000,"정제수, 글리세린, 부틸렌글라이콜, 세틸에틸헥사노에이트, 사이클로펜타실록세인, 하이드로제네이티드폴리(C6-14올레핀), 펜타에리스리틸테트라에틸헥사노에이트, 다이메티콘, 스쿠알란, 1,2-헥산다이올, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 펜틸렌글라이콜, 하이드로제네이티드식물성오일, 카나우바왁스, 하이드로제네이티드올리브오일라우릴에스터, 라벤더오일, 로즈마리잎오일, 소듐하이알루로네이트, 글리세릴스테아레이트, 덱스판테놀, 폴리메틸실세스퀴옥세인, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 만니톨, 글리세릴아라키도네이트, 글리세릴리놀리에이트, 글리세릴리놀리네이트, 아라키딜글루코사이드, 세테아릴글루코사이드, 에틸헥실글리세린, 다이포타슘 글리시리제이트, 세린, 글라이신, 레시틴, 소듐파이테이트, 알지닌, 히스티딘, 하이드로제네이티드레시틴, 카프릴릴글라이콜, 글루 코오스, 베타-글루칸, 카프릴릭/카프릭트라이글리세라이드, 소듐폴리아크릴레이트, 아이소트라이데실아이소노나노에이트, 세라마이 드엔피, 다이프로필렌글라이콜, 토코페롤, 트라이데세스-6, 카프릴릴/카프릴글루코사이드, 스테아릴알코올, 아라키딜알코올, 세틸알코올, 세테아릴알코올, 베헤닐알코올, 잔탄검, 미리스틸알코올, 라우릴알코올",20대,"건성, 복합성","보습, 진정",65,2816
에스트라 아토베리어365 하이드로 수딩크림 60ml,33000,"정제수, 프로판다이올, 글리세린, 페닐트라이메티콘, 메틸트라이메티콘, 1,2-헥산다이올, 트레할로오스, 다이카프릴릴카보네이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 하이드로제네이티드레시틴, 하이드로제네이티드폴리아이소부텐, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 세테아릴알코올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글리세릴카프릴레이트, 글리세릴스테아레이트, 트로메타민, 다이소듐이디티에이, 에틸헥실글리세린, 스테아릭애씨드, 팔미틱애씨드, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 솔비탄아이소스테아 레이트, 만니톨, 알지닌, 세린, 수크로오스, 피씨에이, 시트룰린, 글라이코젠, 히스티딘에이치씨엘, 알라닌, 토코페롤, 하이드록시 프로필비스팔미타마이드엠이에이, 트레오닌, 글루타믹애씨드, 미리스틱애씨드, 아라키딕애씨드, 라이신에이치씨엘, 아크릴레이트/암모늄메타크릴레이트코폴리머, 콜레스테롤, 실리카",20대,복합성,"보습, 진정",66,8172
[단독기획] 아이오페 레티놀 슈퍼 바운스 세럼 30ml 기획(+세럼 10ml+바이오에센스48ml),50000,"정제수, 부틸렌글라이콜, 스쿠알란, 메틸트라이메티콘, 글리세린, 비스-하이드록시에톡시프로필다이메티콘, 1,2-헥산다이올, 락토바실러스발효용해물, C14-22알코올, 시어버터, 팔미틱애씨드, 해바라기씨오일, 스테아릭애씨드, 글리세릴스테아레이트, 피이지-100스테아레이트, 하이드록시에틸아 크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 다이메틸아이소소바이드, C12-20알킬글루코사이드, 돌콩오일, 카보머, 만니톨, 당근추출물, 글리세릴카프릴레이트, 트로메타민, 다이소듐이디티에이, 코질메틸렌다이옥시신나메이트, 에틸헥실글리세린, 펜틸 렌글라이콜, 잔탄검, 마데카소사이드, 하이드록시피나콜론레티노에이트, 솔비탄아이소스테아레이트, 레티놀, 트레할로오스, 베타-카로틴, 토코페롤, 비에이치티, 아라비아고무나무검, 아세틸테트라펩타이드-11, 하이드로제네이티드포스파티딜콜린, 편백잎추출물, 데카펩타이드-4, 소듐올리에이트, 프로필렌글라이콜알지네이트, 벼에스에이치-올리고펩타이드-1 * 레티놀 함량 509 IU/g",40대 이 상,복합성,주름/미백,67,1799
[11월 올영픽화장솜 증정기획]바이오더마 하이드라비오 에센스로션 200ml(화장솜 증정),35000,"정제수, 메틸프로판다이올, 나이아신아마이드, 피피지-26-부테스-26, 피이지-40하이드로제네이티드캐스터오일, 소듐피씨에이, 다이소듐이디티에이, 살리실릭애씨 드, 하이드록시에틸셀룰로오스, 만니톨, 소듐시트레이트, 토코페릴아세테이트, 자일리톨, 헥실데칸올, 세트리모늄브로마이드, 향료, 벤조트라이아졸릴도데실p-크레솔, 람노오스, 소듐하이드록사이드, 사과씨추출물, 유채스테롤, 토코페롤",20대,"건성, 복합성",보습,68,7595
에스트라 리제덤365 모공탄력 캡슐세럼 30ml+7ml 기획(+리제덤 크림 10ml+마스크팩 3매 증정)(2310),48000,"정제수, 부틸렌글라이콜, 나이아신아마이드, 글리세린, 다이메티콘, 1,2-헥산다이올, 하이드로제네이티드폴리데센, 스테아릭애씨드, 하이드록시프로 필비스팔미타마이드엠이에이, 만니톨, 다이메티콘/비닐다이메티콘크로스폴리머, 폴리메틸메타크릴레이트, 카보머, 티몰트라이메톡시신나메이트, 소듐하이알루로네이트, 잔탄검, 글리세릴카프릴레이트, 소듐스테아로일글루타메이트, 소듐폴리아크릴로일다이메틸타우 레이트, 아크릴레이트/암모늄메타크릴레이트코폴리머, 다이소듐이디티에이, 에틸헥실글리세린, 아데노신, 트로메타민, 콜레스테롤, 덱스트린, 카카오추출물, 실리카, 올레아놀릭애씨드, 3-O-에틸아스코빅애씨드, 하이드롤라이즈드익스텐신, 호호바씨오일, 폴리글리 세릴-10라우레이트, 토코페롤, 하이드로제네이티드레시틴",20대,"건성, 복합성",보습,69,1781
아벤느 트릭세라 로션 (본품200ml+100ml 추가 증정),33000,"아벤느온천수(아쿠아),글리세린,카프릴릭/카프릭트리글리세라이드,이소프로필팔미테이트,프로필렌글라이콜디카프레이트,글리세릴스테아레이트,피이지-100스테아레이트,미레스-3미리스테이트,토코페릴아세테이트,달맞이꽃오일,카프릴릴글라이콜,글라이신,펜틸람노사이드,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,카보머, 벤조익애씨드,정제수,소듐하이드록사이드,향료,피이지-400,콩추출물,피이지-32,토코페롤

클로페네신, 페녹시에탄올, 소듐하이드록 사이드",20대,"건성, 복합성",보습,70,3195
